	gene	GCF_000007885.1_ASM788v1	GCF_000009065.1_ASM906v1	GCF_000013805.1_ASM1380v1	GCF_000013825.1_ASM1382v1	GCF_000016445.1_ASM1644v1	GCF_000018805.1_ASM1880v1	GCF_000022805.1_ASM2280v1	GCF_000022845.1_ASM2284v1	GCF_000168235.2_ASM16823v2	GCF_000009345.1_ASM934v1	GCF_000016945.1_ASM1694v1	GCF_000047365.1_ASM4736v1	GCF_000167975.1_ASM16797v1	GCF_000167995.1_ASM16799v1	GCF_000168015.1_ASM16801v1	GCF_000168035.1_ASM16803v1	GCF_000173715.1_ASM17371v1	GCF_000173735.1_ASM17373v1	GCF_000173755.1_ASM17375v1	present
256	WP_002208815.1	0.9896907216494846	1.0	1.0	1.0	0.9896907216494846	0.08041237113402062	1.0	1.0	1.0	0.5773195876288659	0.9896907216494846	0.9896907216494846	0.5649484536082474	0.5773195876288659	0.5402061855670103	0.5670103092783505	0.5773195876288659	0.5628865979381443	0.3752577319587629	18
257	WP_002208816.1	1.0	1.0	1.0	1.0	0.1322314049586777	1.0	1.0	1.0	1.0	0.6818181818181818	1.0	1.0	0.6446280991735537	0.6528925619834711	0.6033057851239669	0.6157024793388429	0.7066115702479339	0.5082644628099173	0.10330578512396695	17
258	WP_002208819.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5186335403726708	0.9440993788819876	0.9440993788819876	0.48757763975155277	0.4813664596273292	0.5527950310559007	0.468944099378882	0.4503105590062112	0.5217391304347826	0.3447204968944099	19
259	WP_002208820.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5745614035087719	0.9736842105263158	0.956140350877193	0.5175438596491229	0.4649122807017544	0.4298245614035088	0.4956140350877193	0.5745614035087719	0.4780701754385965	0.34210526315789475	19
260	WP_002208822.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6931216931216931	1.0	1.0	0.6666666666666666	0.6507936507936508	0.6613756613756614	0.6666666666666666	0.6243386243386243	0.6349206349206349	0.6190476190476191	19
261	WP_002208825.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.47068676716917923	0.9916247906197655	0.9932998324958124	0.4623115577889447	0.509212730318258	0.5108877721943048	0.47738693467336685	0.4455611390284757	0.49748743718592964	0.2847571189279732	19
262	WP_002208826.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.7839335180055401	1.0	1.0	0.7479224376731302	0.7534626038781164	0.8116343490304709	0.8060941828254847	0.7839335180055401	0.05817174515235457	0.6481994459833795	18
263	WP_002208828.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6054158607350096	0.9903288201160542	0.9806576402321083	0.6673114119922631	0.6963249516441006	0.6808510638297872	0.6866537717601547	0.6402321083172147	0.6866537717601547	0.5029013539651838	19
264	WP_002208829.1	1.0	1.0	1.0	1.0	1.0	0.944954128440367	1.0	1.0	1.0	0.48623853211009177	0.944954128440367	0.944954128440367	0.4954128440366973	0.5229357798165137	0.44954128440366975	0.46788990825688076	0.4954128440366973	0.3853211009174312	0.41284403669724773	19
265	WP_002208831.1	1.0	1.0	1.0	1.0	1.0	0.9923857868020305	1.0	1.0	1.0	0.748730964467005	1.0	1.0	0.7208121827411168	0.7309644670050761	0.7157360406091371	0.7411167512690355	0.751269035532995	0.7182741116751269	0.6269035532994924	19
266	WP_002208832.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.7652173913043478	0.9608695652173913	0.9347826086956522	0.6695652173913044	0.6478260869565218	0.7782608695652173	0.7565217391304347	0.7217391304347827	0.7086956521739131	0.5826086956521739	19
267	WP_002208833.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.7448275862068966	0.9896551724137931	0.9793103448275862	0.7275862068965517	0.7793103448275862	0.7068965517241379	0.7155172413793104	0.7206896551724138	0.7362068965517241	0.5879310344827586	19
268	WP_002208834.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6404494382022472	1.0	1.0	0.8764044943820225	0.8764044943820225	0.8764044943820225	0.8651685393258427	0.7078651685393258	0.8764044943820225	0.5955056179775281	19
269	WP_002208835.1	1.0	1.0	0.9817629179331308	1.0	1.0	1.0	1.0	1.0	1.0	0.8267477203647416	1.0	0.9817629179331308	0.7811550151975684	0.7659574468085106	0.8844984802431611	0.8966565349544073	0.8541033434650456	0.8085106382978723	0.5987841945288754	19
270	WP_002208836.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9	1.0	0.8285714285714286	0.5857142857142857	0.9428571428571428	0.8428571428571429	0.7142857142857143	19
271	WP_002208837.1	0.9898819561551433	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5126475548060708	1.0	1.0	0.6070826306913997	0.581787521079258	0.524451939291737	0.5885328836424958	0.5430016863406408	0.5632377740303541	0.42158516020236086	19
272	WP_002208839.1	1.0	1.0	1.0	0.3978779840848806	1.0	1.0	1.0	1.0	1.0	0.1273209549071618	1.0	0.5994694960212201	0.058355437665782495	0.058355437665782495	0.06631299734748011	0.07427055702917772	0.05305039787798409	0.10875331564986737	0.050397877984084884	11
273	WP_002208840.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.08280254777070063	1.0	0.11464968152866242	0.07643312101910828	0.08917197452229299	0.08280254777070063	0.08280254777070063	0.07006369426751592	0.03821656050955414	0.07643312101910828	10
274	WP_002208841.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.9478260869565217	1.0	0.008695652173913044	0.017391304347826087	0.02608695652173913	0.008695652173913044	0.0	0.034782608695652174	0.008695652173913044	11
275	WP_002208842.1	1.0	1.0	1.0	1.0	1.0	0.9873150105708245	1.0	1.0	1.0	0.828752642706131	0.9873150105708245	1.0	0.8160676532769556	0.8393234672304439	0.8224101479915433	0.8731501057082452	0.8118393234672304	0.05708245243128964	0.7315010570824524	18
276	WP_002208843.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.7510373443983402	0.9875518672199171	1.0	0.6721991701244814	0.6431535269709544	0.6929460580912863	0.6224066390041494	0.7468879668049793	0.058091286307053944	0.07053941908713693	17
277	WP_002208845.1	1.0	1.0	1.0	1.0	1.0	0.9763779527559056	1.0	1.0	1.0	0.14960629921259844	1.0	0.4251968503937008	0.25196850393700787	0.15354330708661418	0.13385826771653545	0.08661417322834646	0.27165354330708663	0.1062992125984252	0.18503937007874016	13
278	WP_002208846.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.06363636363636363	0.990909090909091	1.0	0.4727272727272727	0.6090909090909091	0.6272727272727273	0.05454545454545454	0.6909090909090909	0.02727272727272727	0.24545454545454545	16
279	WP_002208847.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.08579088471849866	0.9839142091152815	0.9839142091152815	0.38605898123324395	0.5576407506702413	0.6005361930294906	0.06970509383378017	0.5737265415549598	0.0777479892761394	0.23056300268096513	16
280	WP_002208848.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0821917808219178	0.958904109589041	1.0	0.2671232876712329	0.2671232876712329	0.3561643835616438	0.10273972602739725	0.3561643835616438	0.0958904109589041	0.19863013698630136	15
281	WP_002208850.1	0.9826589595375722	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.05491329479768786	0.9826589595375722	0.9826589595375722	0.12716763005780346	0.29190751445086704	0.3092485549132948	0.06358381502890173	0.2947976878612717	0.05202312138728324	0.13872832369942195	14
282	WP_002208852.1	1.0	1.0	1.0	1.0	1.0	0.9870410367170627	1.0	1.0	1.0	0.09935205183585313	0.9546436285097192	0.9524838012958964	0.2159827213822894	0.42116630669546434	0.38228941684665224	0.1101511879049676	0.47300215982721383	0.08207343412526998	0.1511879049676026	15
283	WP_002208853.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.06707317073170732	0.9898373983739838	1.0	0.06300813008130081	0.13821138211382114	0.1565040650406504	0.06300813008130081	0.11585365853658537	0.04878048780487805	0.05894308943089431	11
284	WP_002208854.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.05319148936170213	0.9468085106382979	1.0	0.2872340425531915	0.7021276595744681	0.5531914893617021	0.0851063829787234	0.6702127659574468	0.06382978723404255	0.32978723404255317	16
285	WP_002208855.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.042735042735042736	1.0	0.9572649572649573	0.41025641025641024	0.4358974358974359	0.36752136752136755	0.06837606837606838	0.37606837606837606	0.06837606837606838	0.36752136752136755	16
286	WP_002208856.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.11468812877263582	0.9678068410462777	1.0	0.07847082494969819	0.6398390342052314	0.6599597585513078	0.09054325955734406	0.670020120724346	0.08853118712273642	0.5050301810865191	15
287	WP_002208857.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.06779661016949153	0.9322033898305084	1.0	0.1694915254237288	0.5084745762711864	0.3389830508474576	0.06779661016949153	0.3559322033898305	0.03389830508474576	0.1694915254237288	14
288	WP_002208858.1	1.0	1.0	1.0	1.0	1.0	1.0	0.98	1.0	1.0	0.075	1.0	1.0	0.135	0.445	0.465	0.07	0.405	0.085	0.18	14
289	WP_002208859.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.23076923076923078	1.0	0.945054945054945	0.06593406593406594	0.3076923076923077	0.32967032967032966	0.10989010989010989	0.14285714285714285	0.06593406593406594	0.07692307692307693	14
290	WP_002208860.1	1.0	1.0	0.9806949806949807	1.0	1.0	1.0	1.0	1.0	1.0	0.09652509652509653	1.0	1.0	0.05405405405405406	0.0888030888030888	0.18146718146718147	0.11969111969111969	0.10038610038610038	0.05791505791505792	0.06177606177606178	11
291	WP_002208861.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0830188679245283	1.0	1.0	0.06415094339622641	0.06415094339622641	0.569811320754717	0.06415094339622641	0.06415094339622641	0.05660377358490566	0.04150943396226415	12
292	WP_002208862.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.19114219114219114	0.9743589743589743	0.9696969696969697	0.11188811188811189	0.1794871794871795	0.34498834498834496	0.19347319347319347	0.18414918414918416	0.08391608391608392	0.07925407925407925	12
293	WP_002208863.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6544117647058824	1.0	1.0	0.11029411764705882	0.5882352941176471	0.6323529411764706	0.16176470588235295	0.6764705882352942	0.07352941176470588	0.03676470588235294	15
294	WP_002208864.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.7319148936170212	1.0	1.0	0.07234042553191489	0.7404255319148936	0.7872340425531915	0.10212765957446808	0.676595744680851	0.07234042553191489	0.06382978723404255	15
295	WP_002208866.1	1.0	1.0	1.0	0.9066666666666666	1.0	1.0	1.0	1.0	1.0	0.3333333333333333	1.0	1.0	0.4266666666666667	0.4533333333333333	0.41333333333333333	0.52	0.4266666666666667	0.4666666666666667	0.24	19
296	WP_002208867.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.12091503267973856	0.06862745098039216	0.9379084967320261	0.0784313725490196	0.07516339869281045	0.08496732026143791	0.14052287581699346	0.10784313725490197	0.06209150326797386	0.058823529411764705	10
297	WP_002208868.1	1.0	1.0	1.0	1.0	0.9898305084745763	1.0	1.0	1.0	1.0	0.49322033898305084	0.9898305084745763	1.0	0.5084745762711864	0.5050847457627119	0.1864406779661017	0.5067796610169492	0.5271186440677966	0.17288135593220338	0.1864406779661017	16
298	WP_002208869.1	0.9851632047477745	1.0	1.0	1.0	0.9851632047477745	0.9851632047477745	1.0	1.0	1.0	0.39762611275964393	0.9851632047477745	0.9851632047477745	0.05637982195845697	0.4896142433234421	0.4421364985163205	0.47774480712166173	0.4362017804154303	0.42433234421364985	0.3086053412462908	18
299	WP_002208870.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8548707753479126	0.9920477137176938	0.9920477137176938	0.8926441351888668	0.8986083499005965	0.0874751491053678	0.8767395626242545	0.8648111332007953	0.10337972166998012	0.07157057654075547	16
300	WP_002208878.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8586956521739131	1.0	1.0	0.9130434782608695	0.9402173913043478	0.8152173913043478	0.842391304347826	0.8967391304347826	0.8260869565217391	0.5869565217391305	19
301	WP_002208880.1	0.08333333333333333	1.0	1.0	1.0	0.09027777777777778	0.0763888888888889	1.0	1.0	1.0	0.6435185185185185	0.9861111111111112	0.9861111111111112	0.6574074074074074	0.6574074074074074	0.6226851851851852	0.6458333333333334	0.6851851851851852	0.6365740740740741	0.5810185185185185	16
302	WP_002208881.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5572755417956656	1.0	1.0	0.6130030959752322	0.11764705882352941	0.5696594427244582	0.6130030959752322	0.544891640866873	0.6130030959752322	0.4953560371517028	18
303	WP_002208882.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.05588235294117647	0.9676470588235294	0.9441176470588235	0.060294117647058824	0.42058823529411765	0.38823529411764707	0.4088235294117647	0.057352941176470586	0.36911764705882355	0.25441176470588234	16
304	WP_002208886.1	1.0	1.0	1.0	1.0	1.0	0.046263345195729534	1.0	1.0	1.0	0.7508896797153025	0.9928825622775801	0.9857651245551602	0.7247924080664294	0.7247924080664294	0.7105575326215896	0.7485172004744959	0.7591933570581257	0.7259786476868327	0.6476868327402135	18
305	WP_002208887.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5631067961165048	1.0	1.0	0.5048543689320388	0.47572815533980584	0.6310679611650486	0.5728155339805825	0.5825242718446602	0.5631067961165048	0.3592233009708738	19
306	WP_002208888.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8783269961977186	0.9771863117870723	1.0	0.7870722433460076	0.8250950570342205	0.7984790874524715	0.8136882129277566	0.8631178707224335	0.8745247148288974	0.7338403041825095	19
307	WP_002208890.1	1.0	1.0	1.0	1.0	0.9849462365591398	1.0	1.0	1.0	1.0	0.6494623655913978	0.9827956989247312	0.9827956989247312	0.6602150537634408	0.6623655913978495	0.6580645161290323	0.6408602150537634	0.6172043010752688	0.6365591397849463	0.5419354838709678	19
308	WP_002208891.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.7624633431085044	0.9824046920821115	1.0	0.7565982404692082	0.7859237536656891	0.8123167155425219	0.7272727272727273	0.7859237536656891	0.05278592375366569	0.592375366568915	18
309	WP_002208892.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5859030837004405	1.0	0.973568281938326	0.6651982378854625	0.6916299559471366	0.6563876651982379	0.5991189427312775	0.5638766519823789	0.6255506607929515	0.3700440528634361	19
310	WP_002208895.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6879699248120301	1.0	1.0	0.7255639097744361	0.7142857142857143	0.6992481203007519	0.7631578947368421	0.6879699248120301	0.7481203007518797	0.6917293233082706	19
311	WP_002208898.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.7759103641456583	1.0	1.0	0.8123249299719888	0.7703081232492998	0.7871148459383753	0.7843137254901961	0.7815126050420168	0.7759103641456583	0.6498599439775911	19
312	WP_002208899.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9761904761904762	1.0	1.0	0.9523809523809523	0.9702380952380952	0.9107142857142857	0.9702380952380952	0.9702380952380952	0.9761904761904762	0.9345238095238095	19
313	WP_002208901.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.04032258064516129	0.8629032258064516	0.8145161290322581	0.04032258064516129	0.04838709677419355	0.056451612903225805	0.03225806451612903	0.03225806451612903	0.04032258064516129	0.04032258064516129	11
314	WP_002208904.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.10204081632653061	0.9693877551020408	0.9642857142857143	0.12244897959183673	0.12755102040816327	0.07653061224489796	0.1377551020408163	0.09183673469387756	0.10714285714285714	0.10714285714285714	11
315	WP_002208905.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.33447098976109213	0.9556313993174061	0.9215017064846417	0.3310580204778157	0.33447098976109213	0.378839590443686	0.3412969283276451	0.2935153583617747	0.28668941979522183	0.16040955631399317	18
316	WP_002208906.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.7210401891252955	1.0	0.9929078014184397	0.723404255319149	0.7269503546099291	0.6973995271867612	0.7174940898345153	0.6903073286052009	0.6666666666666666	0.5851063829787234	19
317	WP_002208907.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5511363636363636	1.0	1.0	0.5909090909090909	0.6022727272727273	0.6193181818181818	0.6306818181818182	0.6079545454545454	0.48863636363636365	0.4715909090909091	19
318	WP_002208908.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.49859154929577465	0.9830985915492958	0.9830985915492958	0.44647887323943664	0.4676056338028169	0.5183098591549296	0.47183098591549294	0.4563380281690141	0.4788732394366197	0.2915492957746479	19
319	WP_002208909.1	1.0	1.0	1.0	1.0	1.0	1.0	0.9728506787330317	1.0	1.0	0.6063348416289592	1.0	1.0	0.5429864253393665	0.5656108597285068	0.579185520361991	0.6018099547511312	0.579185520361991	0.5248868778280543	0.3891402714932127	19
320	WP_002208910.1	1.0	1.0	1.0	1.0	1.0	0.9538461538461539	1.0	1.0	1.0	0.676923076923077	1.0	1.0	0.6230769230769231	0.6846153846153846	0.6923076923076923	0.6692307692307692	0.7307692307692307	0.5076923076923077	0.5769230769230769	19
321	WP_002208911.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6909722222222222	1.0	1.0	0.6527777777777778	0.71875	0.7152777777777778	0.71875	0.6736111111111112	0.71875	0.4375	19
322	WP_002208912.1	1.0	1.0	1.0	1.0	1.0	0.9906367041198502	1.0	1.0	1.0	0.8558052434456929	0.9794007490636704	0.9906367041198502	0.846441947565543	0.8333333333333334	0.8707865168539326	0.8782771535580525	0.8689138576779026	0.8764044943820225	0.7378277153558053	19
323	WP_002208913.1	0.9865168539325843	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.849438202247191	0.9752808988764045	1.0	0.8337078651685393	0.8269662921348314	0.8404494382022472	0.8157303370786517	0.8471910112359551	0.8314606741573034	0.750561797752809	19
324	WP_002208914.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9700854700854701	0.9957264957264957	1.0	0.9914529914529915	0.9700854700854701	0.9700854700854701	0.9743589743589743	0.9914529914529915	0.9914529914529915	0.9914529914529915	19
325	WP_002208915.1	1.0	1.0	1.0	1.0	1.0	0.04819277108433735	1.0	1.0	1.0	0.8012048192771084	0.9698795180722891	1.0	0.8373493975903614	0.8072289156626506	0.7590361445783133	0.8072289156626506	0.7710843373493976	0.7409638554216867	0.6024096385542169	18
326	WP_002208916.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.7582697201017812	0.989821882951654	0.9923664122137404	0.7430025445292621	0.7684478371501272	0.7964376590330788	0.7557251908396947	0.7684478371501272	0.7468193384223919	0.07124681933842239	18
327	WP_002208918.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9	1.0	1.0	0.9	0.9	0.9	0.8428571428571429	0.9	0.9	0.6	19
328	WP_002208919.1	1.0	1.0	1.0	1.0	0.9843342036553525	1.0	1.0	1.0	1.0	0.7088772845953003	0.9569190600522193	0.9647519582245431	0.7101827676240209	0.7219321148825065	0.7180156657963447	0.7075718015665796	0.6631853785900783	0.7310704960835509	0.5796344647519582	19
329	WP_002208920.1	1.0	1.0	1.0	1.0	1.0	0.025	1.0	1.0	1.0	0.325	1.0	1.0	0.3375	0.325	0.325	0.225	0.225	0.2875	0.1125	17
330	WP_002208921.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.4523809523809524	1.0	1.0	0.14285714285714285	0.39285714285714285	0.16666666666666666	0.39285714285714285	0.4523809523809524	0.32142857142857145	0.21428571428571427	17
331	WP_002208923.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.2543859649122807	1.0	1.0	0.17982456140350878	0.22807017543859648	0.29385964912280704	0.2543859649122807	0.2149122807017544	0.3157894736842105	0.11403508771929824	17
332	WP_002208924.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8602150537634409	1.0	1.0	0.8494623655913979	0.8494623655913979	0.8817204301075269	0.8440860215053764	0.8440860215053764	0.8494623655913979	0.956989247311828	19
333	WP_002208925.1	1.0	1.0	1.0	1.0	1.0	0.9913419913419913	1.0	1.0	1.0	0.5901875901875901	1.0	1.0	0.5974025974025974	0.6334776334776335	0.6378066378066378	0.6031746031746031	0.6118326118326118	0.6204906204906205	0.4834054834054834	19
334	WP_002208926.1	1.0	1.0	0.07683741648106904	1.0	1.0	0.08129175946547884	1.0	1.0	1.0	0.7093541202672605	1.0	1.0	0.732739420935412	0.7293986636971047	0.7305122494432071	0.7182628062360802	0.7138084632516704	0.066815144766147	0.6547884187082406	16
335	WP_002208930.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9271255060728745	1.0	1.0	0.8866396761133604	0.8825910931174089	0.8947368421052632	0.8987854251012146	0.8866396761133604	0.9109311740890689	0.8421052631578947	19
336	WP_002208933.1	1.0	1.0	1.0	1.0	1.0	1.0	0.9896193771626297	1.0	1.0	0.8200692041522492	1.0	1.0	0.8096885813148789	0.8131487889273357	0.8408304498269896	0.8166089965397924	0.8823529411764706	0.8062283737024222	0.6401384083044983	19
337	WP_002208934.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8225806451612904	1.0	1.0	0.8076923076923077	0.8089330024813896	0.8337468982630273	0.826302729528536	0.8138957816377171	0.8300248138957816	0.739454094292804	19
338	WP_002208935.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.95	0.94	0.87	19
339	WP_002208936.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.06206896551724138	1.0	1.0	0.09655172413793103	0.07586206896551724	0.09655172413793103	0.1103448275862069	0.0896551724137931	0.07586206896551724	0.05517241379310345	11
340	WP_002208938.1	1.0	1.0	1.0	1.0	1.0	0.9931224209078404	1.0	1.0	1.0	0.7936726272352133	0.9917469050894085	0.9834938101788171	0.7661623108665749	0.8005502063273727	0.8101788170563962	0.8019257221458047	0.7799174690508941	0.811554332874828	0.6671251719394773	19
341	WP_002208941.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6014492753623188	1.0	1.0	0.5289855072463768	0.5144927536231884	0.5942028985507246	0.5579710144927537	0.5869565217391305	0.5978260869565217	0.42028985507246375	19
342	WP_002208942.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9704142011834319	1.0	1.0	0.9349112426035503	0.8994082840236687	0.9349112426035503	0.893491124260355	0.893491124260355	0.7988165680473372	0.9644970414201184	19
343	WP_002208943.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8767123287671232	1.0	1.0	0.8767123287671232	0.8698630136986302	0.8789954337899544	0.8698630136986302	0.865296803652968	0.8584474885844748	0.8059360730593608	19
344	WP_002208944.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.7033333333333334	0.98	0.9866666666666667	0.6833333333333333	0.7033333333333334	0.73	0.6533333333333333	0.7333333333333333	0.69	0.49333333333333335	19
345	WP_002208945.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8717948717948718	1.0	1.0	0.8141025641025641	0.8782051282051282	0.8141025641025641	0.8397435897435898	0.8782051282051282	0.8076923076923077	0.6474358974358975	19
346	WP_002208946.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0872093023255814	1.0	1.0	0.08139534883720931	0.11627906976744186	0.10465116279069768	0.06976744186046512	0.08139534883720931	0.06395348837209303	0.03488372093023256	11
347	WP_002208949.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.08470588235294117	1.0	1.0	0.11529411764705882	0.13176470588235295	0.09411764705882353	0.11294117647058824	0.07294117647058823	0.1223529411764706	0.06588235294117648	11
348	WP_002208953.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8513513513513513	1.0	1.0	0.8243243243243243	0.8243243243243243	0.7837837837837838	0.8648648648648649	0.8243243243243243	0.8648648648648649	0.7567567567567568	19
349	WP_002208954.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.703971119133574	1.0	1.0	0.7653429602888087	0.7653429602888087	0.7111913357400722	0.7364620938628159	0.6570397111913358	0.776173285198556	0.6895306859205776	19
350	WP_002208956.1	0.9753086419753086	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6625514403292181	1.0	1.0	0.7242798353909465	0.7407407407407407	0.7777777777777778	0.7325102880658436	0.7448559670781894	0.720164609053498	0.5267489711934157	19
351	WP_002208957.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.48201438848920863	1.0	1.0	0.539568345323741	0.5323741007194245	0.5683453237410072	0.6330935251798561	0.5827338129496403	0.4892086330935252	0.5107913669064749	19
352	WP_002208959.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.788	1.0	1.0	0.864	0.904	0.876	0.828	0.868	0.884	0.696	19
353	WP_002208960.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.1330049261083744	0.9802955665024631	0.9532019704433498	0.11822660098522167	0.12807881773399016	0.12807881773399016	0.12315270935960591	0.11576354679802955	0.1206896551724138	0.10098522167487685	11
354	WP_002208961.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.07916666666666666	1.0	1.0	0.058333333333333334	0.075	0.0875	0.0875	0.0625	0.09166666666666666	0.07083333333333333	11
355	WP_002208962.1	0.11637931034482758	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.13793103448275862	1.0	1.0	0.09051724137931035	0.125	0.12931034482758622	0.1206896551724138	0.12931034482758622	0.10344827586206896	0.09482758620689655	10
356	WP_002208963.1	1.0	1.0	1.0	1.0	0.08723404255319149	1.0	1.0	1.0	1.0	0.10212765957446808	1.0	1.0	0.09574468085106383	0.10851063829787234	0.08936170212765958	0.1	0.09574468085106383	0.08723404255319149	0.06808510638297872	10
357	WP_002208965.1	1.0	1.0	1.0	1.0	0.9814814814814815	1.0	1.0	1.0	1.0	0.7746913580246914	0.9845679012345679	0.9444444444444444	0.7993827160493827	0.7746913580246914	0.7870370370370371	0.7592592592592593	0.7685185185185185	0.7438271604938271	0.6604938271604939	19
358	WP_002208966.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.7546583850931677	1.0	0.9813664596273292	0.8105590062111802	0.8509316770186336	0.84472049689441	0.8540372670807453	0.7515527950310559	0.8167701863354038	0.6956521739130435	19
